City,Crime Description,Victim Gender,Weapon Used,Latitude,Longitude,Year
Bangalore,IDENTITY THEFT,X,Other,12.9791,77.5913,2022
Kolkata,COUNTERFEITING,F,Knife,22.5675,88.37,2022
Mumbai,DRUG OFFENSE,F,Knife,19.0758,72.8775,2022
Delhi,VANDALISM,F,Poison,28.66,77.23,2022
Hyderabad,HOMICIDE,X,Knife,17.3617,78.4747,2022
Mumbai,DOMESTIC VIOLENCE,F,Other,19.0758,72.8775,2022
Nagpur,VEHICLE - STOLEN,F,Knife,21.1497,79.0806,2022
Bangalore,VANDALISM,F,Knife,12.9791,77.5913,2022
Rajkot,PUBLIC INTOXICATION,M,Firearm,22.2969,70.7984,2022
Nagpur,ROBBERY,F,Knife,21.1497,79.0806,2022
Ahmedabad,PUBLIC INTOXICATION,M,Blunt Object,23.0219,72.5797,2022
Pune,COUNTERFEITING,F,Knife,18.5211,73.8553,2022
Chennai,DRUG OFFENSE,M,Explosives,13.0825,80.275,2022
Kolkata,KIDNAPPING,X,Firearm,22.5675,88.37,2022
Nashik,ASSAULT,X,Unknown,19.9975,73.7898,2022
Ahmedabad,BURGLARY,F,Knife,23.0219,72.5797,2022
Bangalore,PUBLIC INTOXICATION,M,Knife,12.9791,77.5913,2022
Delhi,SEXUAL ASSAULT,M,Blunt Object,28.66,77.23,2022
Delhi,ROBBERY,F,Other,28.66,77.23,2022
Chennai,BURGLARY,X,Poison,13.0825,80.275,2022
Bangalore,FIREARM OFFENSE,M,Knife,12.9791,77.5913,2022
Pune,COUNTERFEITING,M,Poison,18.5211,73.8553,2022
Visakhapatnam,FRAUD,F,Firearm,17.6939,83.2922,2022
Delhi,CYBERCRIME,M,Poison,28.66,77.23,2022
Vasai,KIDNAPPING,X,Knife,19.3931,72.8617,2022
Kolkata,SEXUAL ASSAULT,X,Explosives,22.5675,88.37,2022
Bangalore,SEXUAL ASSAULT,X,Firearm,12.9791,77.5913,2022
Chennai,ROBBERY,F,Explosives,13.0825,80.275,2022
Hyderabad,KIDNAPPING,X,Poison,17.3617,78.4747,2022
Lucknow,ASSAULT,F,Explosives,26.847,80.947,2022
Hyderabad,ILLEGAL POSSESSION,F,Firearm,17.3617,78.4747,2022
Hyderabad,FIREARM OFFENSE,M,Poison,17.3617,78.4747,2022
Patna,ROBBERY,X,Blunt Object,25.61,85.1414,2022
Bhopal,DOMESTIC VIOLENCE,M,Knife,23.2547,77.4029,2022
Surat,VANDALISM,X,Explosives,21.205,72.84,2022
Bangalore,SHOPLIFTING,M,Firearm,12.9791,77.5913,2022
Kanpur,BURGLARY,X,Knife,26.4725,80.3311,2022
Lucknow,IDENTITY THEFT,F,Blunt Object,26.847,80.947,2022
Mumbai,PUBLIC INTOXICATION,X,Other,19.0758,72.8775,2022
Mumbai,PUBLIC INTOXICATION,X,Unknown,19.0758,72.8775,2022
Mumbai,VEHICLE - STOLEN,F,Knife,19.0758,72.8775,2022
Visakhapatnam,VANDALISM,F,Firearm,17.6939,83.2922,2022
Kolkata,ILLEGAL POSSESSION,M,Knife,22.5675,88.37,2022
Pune,ROBBERY,X,Poison,18.5211,73.8553,2022
Hyderabad,FRAUD,F,Knife,17.3617,78.4747,2022
Bangalore,VEHICLE - STOLEN,X,Blunt Object,12.9791,77.5913,2022
Nagpur,ASSAULT,M,Poison,21.1497,79.0806,2022
Lucknow,COUNTERFEITING,X,Firearm,26.847,80.947,2022
Mumbai,ARSON,M,Poison,19.0758,72.8775,2022
Kolkata,FIREARM OFFENSE,X,Firearm,22.5675,88.37,2022
Kolkata,CYBERCRIME,M,Poison,22.5675,88.37,2022
Pune,ILLEGAL POSSESSION,M,Firearm,18.5211,73.8553,2022
Ahmedabad,BURGLARY,M,Unknown,23.0219,72.5797,2022
Bangalore,FRAUD,X,Blunt Object,12.9791,77.5913,2022
Kolkata,VANDALISM,M,Knife,22.5675,88.37,2022
Surat,HOMICIDE,F,Other,21.205,72.84,2022
Faridabad,SHOPLIFTING,F,Poison,28.4089,77.3178,2022
Bangalore,KIDNAPPING,X,Unknown,12.9791,77.5913,2022
Faridabad,IDENTITY THEFT,M,Knife,28.4089,77.3178,2022
Delhi,ASSAULT,F,Poison,28.66,77.23,2022
Ludhiana,SHOPLIFTING,F,Unknown,30.912,75.8538,2022
Meerut,ROBBERY,M,Unknown,28.9845,77.7064,2022
Rajkot,DOMESTIC VIOLENCE,F,Unknown,22.2969,70.7984,2022
Delhi,CYBERCRIME,M,Unknown,28.66,77.23,2022
Kanpur,ASSAULT,X,Firearm,26.4725,80.3311,2022
Mumbai,ILLEGAL POSSESSION,M,Knife,19.0758,72.8775,2022
Pune,PUBLIC INTOXICATION,X,Poison,18.5211,73.8553,2022
Hyderabad,FRAUD,X,Firearm,17.3617,78.4747,2022
Lucknow,IDENTITY THEFT,X,Unknown,26.847,80.947,2022
Ludhiana,TRAFFIC VIOLATION,F,Other,30.912,75.8538,2022
Hyderabad,SEXUAL ASSAULT,X,Explosives,17.3617,78.4747,2022
Jaipur,DRUG OFFENSE,X,Blunt Object,26.915,75.82,2022
Bangalore,DOMESTIC VIOLENCE,F,Unknown,12.9791,77.5913,2022
Pune,HOMICIDE,M,Other,18.5211,73.8553,2022
Thane,KIDNAPPING,M,Explosives,19.2183,72.9781,2022
Chennai,ROBBERY,X,Other,13.0825,80.275,2022
Delhi,VEHICLE - STOLEN,M,Poison,28.66,77.23,2022
Hyderabad,BURGLARY,X,Poison,17.3617,78.4747,2022
Lucknow,HOMICIDE,F,Knife,26.847,80.947,2022
Kanpur,BURGLARY,M,Unknown,26.4725,80.3311,2022
Bangalore,COUNTERFEITING,M,Poison,12.9791,77.5913,2022
Delhi,CYBERCRIME,X,Knife,28.66,77.23,2022
Agra,ROBBERY,X,Firearm,27.1767,78.0081,2022
Bangalore,FRAUD,X,Poison,12.9791,77.5913,2022
Pune,FRAUD,M,Poison,18.5211,73.8553,2022
Lucknow,HOMICIDE,M,Knife,26.847,80.947,2022
Bangalore,ROBBERY,X,Explosives,12.9791,77.5913,2022
Kanpur,ASSAULT,F,Blunt Object,26.4725,80.3311,2022
Meerut,EXTORTION,M,Poison,28.9845,77.7064,2022
Chennai,SHOPLIFTING,X,Other,13.0825,80.275,2022
Pune,COUNTERFEITING,X,Poison,18.5211,73.8553,2022
Mumbai,BURGLARY,F,Explosives,19.0758,72.8775,2022
Jaipur,VEHICLE - STOLEN,F,Other,26.915,75.82,2022
Mumbai,BURGLARY,M,Blunt Object,19.0758,72.8775,2022
Srinagar,VANDALISM,F,Blunt Object,34.0837,74.7974,2022
Mumbai,TRAFFIC VIOLATION,M,Other,19.0758,72.8775,2022
Delhi,FRAUD,X,Firearm,28.66,77.23,2022
Mumbai,ARSON,X,Blunt Object,19.0758,72.8775,2022
Surat,PUBLIC INTOXICATION,X,Unknown,21.205,72.84,2022
Chennai,EXTORTION,M,Knife,13.0825,80.275,2022
Kolkata,VEHICLE - STOLEN,F,Unknown,22.5675,88.37,2022
Bangalore,ILLEGAL POSSESSION,M,Other,12.9791,77.5913,2022
Mumbai,KIDNAPPING,M,Poison,19.0758,72.8775,2022
Kolkata,TRAFFIC VIOLATION,M,Blunt Object,22.5675,88.37,2022
Mumbai,FIREARM OFFENSE,X,Poison,19.0758,72.8775,2022
Nagpur,PUBLIC INTOXICATION,F,Poison,21.1497,79.0806,2022
Jaipur,BURGLARY,F,Other,26.915,75.82,2022
Surat,FRAUD,M,Explosives,21.205,72.84,2022
Mumbai,SHOPLIFTING,F,Knife,19.0758,72.8775,2022
Delhi,DOMESTIC VIOLENCE,M,Explosives,28.66,77.23,2022
Mumbai,COUNTERFEITING,M,Explosives,19.0758,72.8775,2022
Thane,HOMICIDE,F,Explosives,19.2183,72.9781,2022
Chennai,COUNTERFEITING,X,Knife,13.0825,80.275,2022
Mumbai,VANDALISM,X,Firearm,19.0758,72.8775,2022
Thane,EXTORTION,M,Unknown,19.2183,72.9781,2022
Hyderabad,ARSON,F,Unknown,17.3617,78.4747,2022
Delhi,KIDNAPPING,F,Knife,28.66,77.23,2022
Jaipur,TRAFFIC VIOLATION,M,Poison,26.915,75.82,2022
Chennai,ARSON,M,Firearm,13.0825,80.275,2022
Bangalore,IDENTITY THEFT,M,Knife,12.9791,77.5913,2022
Kanpur,PUBLIC INTOXICATION,M,Firearm,26.4725,80.3311,2022
Nashik,ASSAULT,F,Unknown,19.9975,73.7898,2022
Chennai,VEHICLE - STOLEN,X,Other,13.0825,80.275,2022
Bangalore,SHOPLIFTING,F,Knife,12.9791,77.5913,2022
Chennai,FRAUD,M,Poison,13.0825,80.275,2022
Ghaziabad,SEXUAL ASSAULT,M,Knife,28.6667,77.4167,2022
Hyderabad,ILLEGAL POSSESSION,M,Explosives,17.3617,78.4747,2022
Ahmedabad,CYBERCRIME,M,Other,23.0219,72.5797,2022
Kolkata,ASSAULT,F,Knife,22.5675,88.37,2022
Kolkata,HOMICIDE,M,Poison,22.5675,88.37,2022
Kolkata,VANDALISM,F,Other,22.5675,88.37,2022
Agra,HOMICIDE,M,Firearm,27.1767,78.0081,2022
Delhi,DRUG OFFENSE,X,Firearm,28.66,77.23,2022
Thane,SHOPLIFTING,M,Explosives,19.2183,72.9781,2022
Bhopal,TRAFFIC VIOLATION,M,Poison,23.2547,77.4029,2022
Delhi,ROBBERY,M,Unknown,28.66,77.23,2022
Mumbai,VEHICLE - STOLEN,X,Unknown,19.0758,72.8775,2022
Ahmedabad,KIDNAPPING,X,Other,23.0219,72.5797,2022
Delhi,VANDALISM,X,Knife,28.66,77.23,2022
Kolkata,SEXUAL ASSAULT,M,Firearm,22.5675,88.37,2022
Pune,IDENTITY THEFT,M,Firearm,18.5211,73.8553,2022
Chennai,ILLEGAL POSSESSION,X,Firearm,13.0825,80.275,2022
Lucknow,DRUG OFFENSE,X,Blunt Object,26.847,80.947,2022
Mumbai,DOMESTIC VIOLENCE,X,Unknown,19.0758,72.8775,2022
Kolkata,DRUG OFFENSE,M,Other,22.5675,88.37,2022
Delhi,FRAUD,F,Unknown,28.66,77.23,2022
Kolkata,SHOPLIFTING,F,Explosives,22.5675,88.37,2022
Indore,PUBLIC INTOXICATION,X,Unknown,22.7196,75.8577,2022
Delhi,SHOPLIFTING,X,Poison,28.66,77.23,2022
Kanpur,IDENTITY THEFT,X,Other,26.4725,80.3311,2022
Bangalore,VANDALISM,X,Explosives,12.9791,77.5913,2022
Jaipur,HOMICIDE,X,Poison,26.915,75.82,2022
Delhi,ILLEGAL POSSESSION,X,Unknown,28.66,77.23,2022
Delhi,SEXUAL ASSAULT,M,Other,28.66,77.23,2022
Mumbai,EXTORTION,X,Knife,19.0758,72.8775,2022
Delhi,VEHICLE - STOLEN,F,Poison,28.66,77.23,2022
Kolkata,VANDALISM,X,Other,22.5675,88.37,2022
Ludhiana,IDENTITY THEFT,X,Unknown,30.912,75.8538,2022
Mumbai,EXTORTION,F,Knife,19.0758,72.8775,2022
Nagpur,EXTORTION,F,Explosives,21.1497,79.0806,2022
Visakhapatnam,VEHICLE - STOLEN,F,Knife,17.6939,83.2922,2022
Hyderabad,PUBLIC INTOXICATION,M,Other,17.3617,78.4747,2022
Varanasi,PUBLIC INTOXICATION,M,Explosives,25.3176,82.9739,2022
Surat,ASSAULT,F,Explosives,21.205,72.84,2022
Varanasi,PUBLIC INTOXICATION,F,Knife,25.3176,82.9739,2022
Ahmedabad,PUBLIC INTOXICATION,F,Explosives,23.0219,72.5797,2022
Surat,IDENTITY THEFT,F,Other,21.205,72.84,2022
Delhi,HOMICIDE,M,Poison,28.66,77.23,2022
Bhopal,FIREARM OFFENSE,X,Firearm,23.2547,77.4029,2022
Bhopal,IDENTITY THEFT,X,Other,23.2547,77.4029,2022
Bangalore,DOMESTIC VIOLENCE,M,Explosives,12.9791,77.5913,2022
Nagpur,TRAFFIC VIOLATION,M,Other,21.1497,79.0806,2022
Mumbai,SHOPLIFTING,M,Blunt Object,19.0758,72.8775,2022
Lucknow,FIREARM OFFENSE,F,Firearm,26.847,80.947,2022
Delhi,EXTORTION,M,Knife,28.66,77.23,2022
Mumbai,ROBBERY,M,Unknown,19.0758,72.8775,2022
Jaipur,ROBBERY,X,Blunt Object,26.915,75.82,2022
Mumbai,SEXUAL ASSAULT,X,Other,19.0758,72.8775,2022
Bangalore,ROBBERY,F,Firearm,12.9791,77.5913,2022
Delhi,ROBBERY,F,Explosives,28.66,77.23,2022
Hyderabad,PUBLIC INTOXICATION,X,Knife,17.3617,78.4747,2022
Ahmedabad,ASSAULT,X,Blunt Object,23.0219,72.5797,2022
Faridabad,VANDALISM,F,Firearm,28.4089,77.3178,2022
Nashik,COUNTERFEITING,M,Blunt Object,19.9975,73.7898,2022
Delhi,ASSAULT,M,Blunt Object,28.66,77.23,2022
Mumbai,HOMICIDE,F,Poison,19.0758,72.8775,2022
Delhi,COUNTERFEITING,X,Other,28.66,77.23,2022
Bangalore,DOMESTIC VIOLENCE,M,Knife,12.9791,77.5913,2022
Delhi,CYBERCRIME,F,Blunt Object,28.66,77.23,2022
Pune,KIDNAPPING,M,Poison,18.5211,73.8553,2022
Bangalore,DOMESTIC VIOLENCE,X,Explosives,12.9791,77.5913,2022
Kolkata,COUNTERFEITING,F,Explosives,22.5675,88.37,2022
Ahmedabad,ASSAULT,F,Knife,23.0219,72.5797,2022
Pune,KIDNAPPING,F,Explosives,18.5211,73.8553,2022
Vasai,DRUG OFFENSE,F,Poison,19.3931,72.8617,2022
Chennai,CYBERCRIME,F,Poison,13.0825,80.275,2022
Agra,HOMICIDE,M,Firearm,27.1767,78.0081,2022
Kalyan,COUNTERFEITING,X,Other,19.2437,73.1355,2022
Meerut,HOMICIDE,X,Unknown,28.9845,77.7064,2022
Lucknow,PUBLIC INTOXICATION,M,Knife,26.847,80.947,2022
Lucknow,TRAFFIC VIOLATION,F,Firearm,26.847,80.947,2022
Nagpur,SHOPLIFTING,F,Other,21.1497,79.0806,2022
Mumbai,SEXUAL ASSAULT,X,Blunt Object,19.0758,72.8775,2022
Visakhapatnam,VANDALISM,M,Unknown,17.6939,83.2922,2022
Mumbai,ILLEGAL POSSESSION,X,Poison,19.0758,72.8775,2022
Patna,IDENTITY THEFT,M,Other,25.61,85.1414,2022
Chennai,FIREARM OFFENSE,M,Firearm,13.0825,80.275,2022
Thane,IDENTITY THEFT,M,Blunt Object,19.2183,72.9781,2022
Mumbai,KIDNAPPING,M,Poison,19.0758,72.8775,2022
Bangalore,COUNTERFEITING,F,Blunt Object,12.9791,77.5913,2022
Surat,TRAFFIC VIOLATION,M,Unknown,21.205,72.84,2022
Chennai,DOMESTIC VIOLENCE,F,Unknown,13.0825,80.275,2022
Varanasi,ARSON,X,Explosives,25.3176,82.9739,2022
Pune,KIDNAPPING,X,Blunt Object,18.5211,73.8553,2022
Ludhiana,VANDALISM,F,Explosives,30.912,75.8538,2022
Delhi,CYBERCRIME,M,Unknown,28.66,77.23,2022
Kolkata,KIDNAPPING,X,Explosives,22.5675,88.37,2022
Agra,HOMICIDE,M,Knife,27.1767,78.0081,2022
Ahmedabad,ILLEGAL POSSESSION,M,Unknown,23.0219,72.5797,2022
Delhi,ARSON,F,Blunt Object,28.66,77.23,2022
Nagpur,DOMESTIC VIOLENCE,M,Explosives,21.1497,79.0806,2022
Bangalore,IDENTITY THEFT,X,Unknown,12.9791,77.5913,2022
Vasai,SHOPLIFTING,M,Unknown,19.3931,72.8617,2022
Lucknow,SEXUAL ASSAULT,M,Explosives,26.847,80.947,2022
Bangalore,CYBERCRIME,X,Poison,12.9791,77.5913,2022
Hyderabad,VANDALISM,X,Other,17.3617,78.4747,2022
Delhi,KIDNAPPING,F,Firearm,28.66,77.23,2022
Delhi,FIREARM OFFENSE,X,Knife,28.66,77.23,2022
Varanasi,KIDNAPPING,F,Knife,25.3176,82.9739,2022
Kolkata,VEHICLE - STOLEN,F,Other,22.5675,88.37,2022
Ahmedabad,ROBBERY,F,Explosives,23.0219,72.5797,2022
Ludhiana,EXTORTION,F,Explosives,30.912,75.8538,2022
Visakhapatnam,IDENTITY THEFT,X,Unknown,17.6939,83.2922,2022
Delhi,DOMESTIC VIOLENCE,F,Explosives,28.66,77.23,2022
Meerut,DOMESTIC VIOLENCE,X,Unknown,28.9845,77.7064,2022
Delhi,SEXUAL ASSAULT,F,Blunt Object,28.66,77.23,2022
Kanpur,KIDNAPPING,X,Firearm,26.4725,80.3311,2022
Chennai,FRAUD,F,Poison,13.0825,80.275,2022
Patna,ASSAULT,F,Firearm,25.61,85.1414,2022
Mumbai,DOMESTIC VIOLENCE,M,Blunt Object,19.0758,72.8775,2022
Surat,DRUG OFFENSE,M,Unknown,21.205,72.84,2022
Agra,FIREARM OFFENSE,X,Blunt Object,27.1767,78.0081,2022
Indore,COUNTERFEITING,X,Poison,22.7196,75.8577,2022
Chennai,CYBERCRIME,M,Knife,13.0825,80.275,2022
Chennai,HOMICIDE,F,Explosives,13.0825,80.275,2022
Indore,PUBLIC INTOXICATION,M,Knife,22.7196,75.8577,2022
Ahmedabad,SEXUAL ASSAULT,F,Blunt Object,23.0219,72.5797,2022
Bangalore,ARSON,M,Poison,12.9791,77.5913,2022
Mumbai,EXTORTION,M,Knife,19.0758,72.8775,2022
Delhi,FIREARM OFFENSE,X,Explosives,28.66,77.23,2022
Jaipur,ASSAULT,M,Knife,26.915,75.82,2022
Mumbai,BURGLARY,M,Firearm,19.0758,72.8775,2022
Nagpur,VANDALISM,F,Unknown,21.1497,79.0806,2022
Hyderabad,ROBBERY,X,Blunt Object,17.3617,78.4747,2022
Kolkata,BURGLARY,X,Explosives,22.5675,88.37,2022
Hyderabad,COUNTERFEITING,F,Explosives,17.3617,78.4747,2022
Pune,CYBERCRIME,X,Other,18.5211,73.8553,2022
Kolkata,PUBLIC INTOXICATION,F,Firearm,22.5675,88.37,2022
Surat,HOMICIDE,X,Poison,21.205,72.84,2022
Kolkata,ILLEGAL POSSESSION,M,Poison,22.5675,88.37,2022
Kolkata,DRUG OFFENSE,M,Firearm,22.5675,88.37,2022
Agra,FRAUD,M,Firearm,27.1767,78.0081,2022
Hyderabad,VEHICLE - STOLEN,X,Other,17.3617,78.4747,2022
Bangalore,ROBBERY,F,Explosives,12.9791,77.5913,2022
Kanpur,PUBLIC INTOXICATION,M,Unknown,26.4725,80.3311,2022
Mumbai,VANDALISM,M,Blunt Object,19.0758,72.8775,2022
Lucknow,TRAFFIC VIOLATION,M,Other,26.847,80.947,2022
Delhi,FRAUD,M,Knife,28.66,77.23,2022
Delhi,VANDALISM,F,Unknown,28.66,77.23,2022
Chennai,BURGLARY,F,Other,13.0825,80.275,2022
Delhi,KIDNAPPING,M,Knife,28.66,77.23,2022
Nashik,SEXUAL ASSAULT,X,Firearm,19.9975,73.7898,2022
Ludhiana,FRAUD,M,Firearm,30.912,75.8538,2022
Delhi,CYBERCRIME,X,Unknown,28.66,77.23,2022
Bangalore,DOMESTIC VIOLENCE,X,Other,12.9791,77.5913,2022
Bangalore,FRAUD,F,Unknown,12.9791,77.5913,2022
Chennai,HOMICIDE,M,Other,13.0825,80.275,2022
Bangalore,ILLEGAL POSSESSION,F,Poison,12.9791,77.5913,2022
Delhi,IDENTITY THEFT,M,Unknown,28.66,77.23,2022
Bangalore,ROBBERY,M,Knife,12.9791,77.5913,2022
Nagpur,BURGLARY,F,Firearm,21.1497,79.0806,2022
Bangalore,TRAFFIC VIOLATION,F,Other,12.9791,77.5913,2022
Delhi,ASSAULT,M,Poison,28.66,77.23,2022
Chennai,PUBLIC INTOXICATION,X,Unknown,13.0825,80.275,2022
Kanpur,PUBLIC INTOXICATION,M,Unknown,26.4725,80.3311,2022
Kanpur,HOMICIDE,M,Knife,26.4725,80.3311,2022
Bangalore,KIDNAPPING,M,Blunt Object,12.9791,77.5913,2022
Indore,HOMICIDE,M,Knife,22.7196,75.8577,2022
Mumbai,ROBBERY,M,Unknown,19.0758,72.8775,2022
Hyderabad,FRAUD,X,Knife,17.3617,78.4747,2022
Jaipur,BURGLARY,X,Explosives,26.915,75.82,2022
Mumbai,ROBBERY,F,Other,19.0758,72.8775,2022
Bangalore,SEXUAL ASSAULT,F,Explosives,12.9791,77.5913,2022
Kolkata,DOMESTIC VIOLENCE,F,Unknown,22.5675,88.37,2022
Mumbai,SHOPLIFTING,F,Explosives,19.0758,72.8775,2022
Pune,EXTORTION,X,Firearm,18.5211,73.8553,2022
Ahmedabad,ILLEGAL POSSESSION,M,Poison,23.0219,72.5797,2022
Mumbai,ROBBERY,M,Blunt Object,19.0758,72.8775,2022
Surat,CYBERCRIME,M,Poison,21.205,72.84,2022
Patna,FIREARM OFFENSE,M,Knife,25.61,85.1414,2022
Rajkot,EXTORTION,F,Poison,22.2969,70.7984,2022
Mumbai,DRUG OFFENSE,M,Firearm,19.0758,72.8775,2022
Patna,PUBLIC INTOXICATION,F,Knife,25.61,85.1414,2022
Jaipur,FRAUD,M,Other,26.915,75.82,2022
Hyderabad,BURGLARY,F,Explosives,17.3617,78.4747,2022
Bangalore,FIREARM OFFENSE,F,Blunt Object,12.9791,77.5913,2022
Lucknow,ROBBERY,X,Firearm,26.847,80.947,2022
Kanpur,ROBBERY,F,Blunt Object,26.4725,80.3311,2022
Mumbai,KIDNAPPING,F,Other,19.0758,72.8775,2022
Kolkata,DOMESTIC VIOLENCE,F,Poison,22.5675,88.37,2022
Jaipur,TRAFFIC VIOLATION,X,Explosives,26.915,75.82,2022
Ahmedabad,COUNTERFEITING,M,Explosives,23.0219,72.5797,2022
Jaipur,HOMICIDE,X,Unknown,26.915,75.82,2022
Surat,KIDNAPPING,F,Firearm,21.205,72.84,2022
Delhi,COUNTERFEITING,F,Explosives,28.66,77.23,2022
Hyderabad,CYBERCRIME,M,Blunt Object,17.3617,78.4747,2022
Vasai,FRAUD,F,Other,19.3931,72.8617,2022
Kolkata,IDENTITY THEFT,X,Firearm,22.5675,88.37,2022
Mumbai,CYBERCRIME,X,Blunt Object,19.0758,72.8775,2022
Mumbai,ARSON,X,Other,19.0758,72.8775,2022
Mumbai,VEHICLE - STOLEN,F,Poison,19.0758,72.8775,2022
Jaipur,SHOPLIFTING,M,Explosives,26.915,75.82,2022
Visakhapatnam,COUNTERFEITING,X,Firearm,17.6939,83.2922,2022
Lucknow,DRUG OFFENSE,F,Unknown,26.847,80.947,2022
Delhi,ROBBERY,F,Poison,28.66,77.23,2022
Mumbai,ARSON,F,Explosives,19.0758,72.8775,2022
Mumbai,ASSAULT,M,Other,19.0758,72.8775,2022
Ahmedabad,FRAUD,X,Other,23.0219,72.5797,2022
Surat,PUBLIC INTOXICATION,M,Blunt Object,21.205,72.84,2022
Chennai,DRUG OFFENSE,X,Explosives,13.0825,80.275,2022
Bhopal,COUNTERFEITING,X,Other,23.2547,77.4029,2022
Faridabad,ARSON,X,Blunt Object,28.4089,77.3178,2022
Ahmedabad,PUBLIC INTOXICATION,M,Firearm,23.0219,72.5797,2022
Agra,ASSAULT,X,Unknown,27.1767,78.0081,2022
Bangalore,SHOPLIFTING,X,Firearm,12.9791,77.5913,2022
Patna,COUNTERFEITING,X,Unknown,25.61,85.1414,2022
Bangalore,DOMESTIC VIOLENCE,F,Other,12.9791,77.5913,2022
Mumbai,EXTORTION,X,Firearm,19.0758,72.8775,2022
Surat,ARSON,F,Knife,21.205,72.84,2022
Hyderabad,KIDNAPPING,M,Firearm,17.3617,78.4747,2022
Chennai,DOMESTIC VIOLENCE,M,Explosives,13.0825,80.275,2022
Meerut,HOMICIDE,F,Blunt Object,28.9845,77.7064,2022
Bhopal,SEXUAL ASSAULT,F,Explosives,23.2547,77.4029,2022
Mumbai,IDENTITY THEFT,X,Knife,19.0758,72.8775,2022
Delhi,FRAUD,X,Poison,28.66,77.23,2022
Faridabad,SHOPLIFTING,M,Firearm,28.4089,77.3178,2022
Patna,ARSON,X,Poison,25.61,85.1414,2022
Delhi,SHOPLIFTING,X,Explosives,28.66,77.23,2022
Ahmedabad,CYBERCRIME,X,Poison,23.0219,72.5797,2022
Mumbai,ARSON,F,Knife,19.0758,72.8775,2022
Delhi,TRAFFIC VIOLATION,X,Explosives,28.66,77.23,2022
Pune,DRUG OFFENSE,M,Blunt Object,18.5211,73.8553,2022
Thane,EXTORTION,X,Blunt Object,19.2183,72.9781,2022
Pune,CYBERCRIME,M,Firearm,18.5211,73.8553,2022
Bangalore,DOMESTIC VIOLENCE,M,Knife,12.9791,77.5913,2022
Lucknow,BURGLARY,X,Unknown,26.847,80.947,2022
Jaipur,TRAFFIC VIOLATION,M,Knife,26.915,75.82,2022
Bangalore,COUNTERFEITING,M,Firearm,12.9791,77.5913,2022
Chennai,IDENTITY THEFT,F,Other,13.0825,80.275,2022
Surat,VANDALISM,F,Explosives,21.205,72.84,2022
Bangalore,ILLEGAL POSSESSION,M,Knife,12.9791,77.5913,2022
Agra,FIREARM OFFENSE,X,Unknown,27.1767,78.0081,2022
Bangalore,FIREARM OFFENSE,X,Firearm,12.9791,77.5913,2022
Bangalore,VEHICLE - STOLEN,M,Explosives,12.9791,77.5913,2022
Pune,TRAFFIC VIOLATION,X,Poison,18.5211,73.8553,2022
Visakhapatnam,DRUG OFFENSE,X,Unknown,17.6939,83.2922,2022
Nagpur,ROBBERY,F,Knife,21.1497,79.0806,2022
Delhi,SHOPLIFTING,X,Other,28.66,77.23,2022
Delhi,SHOPLIFTING,F,Knife,28.66,77.23,2022
Patna,PUBLIC INTOXICATION,F,Firearm,25.61,85.1414,2022
Patna,SHOPLIFTING,M,Other,25.61,85.1414,2022
Ghaziabad,TRAFFIC VIOLATION,X,Poison,28.6667,77.4167,2022
Mumbai,BURGLARY,M,Explosives,19.0758,72.8775,2022
Bangalore,VEHICLE - STOLEN,F,Explosives,12.9791,77.5913,2022
Varanasi,VEHICLE - STOLEN,X,Poison,25.3176,82.9739,2022
Kolkata,TRAFFIC VIOLATION,X,Explosives,22.5675,88.37,2022
Varanasi,VANDALISM,M,Blunt Object,25.3176,82.9739,2022
Mumbai,ARSON,F,Firearm,19.0758,72.8775,2022
Jaipur,ROBBERY,F,Explosives,26.915,75.82,2022
Bangalore,DOMESTIC VIOLENCE,F,Poison,12.9791,77.5913,2022
Agra,DOMESTIC VIOLENCE,X,Other,27.1767,78.0081,2022
Mumbai,PUBLIC INTOXICATION,F,Other,19.0758,72.8775,2022
Kolkata,ILLEGAL POSSESSION,M,Other,22.5675,88.37,2022
Delhi,COUNTERFEITING,X,Firearm,28.66,77.23,2022
Pune,DOMESTIC VIOLENCE,F,Knife,18.5211,73.8553,2022
Visakhapatnam,ROBBERY,M,Unknown,17.6939,83.2922,2022
Mumbai,TRAFFIC VIOLATION,X,Firearm,19.0758,72.8775,2022
Ahmedabad,PUBLIC INTOXICATION,M,Other,23.0219,72.5797,2022
Mumbai,SHOPLIFTING,F,Firearm,19.0758,72.8775,2022
Bangalore,KIDNAPPING,F,Firearm,12.9791,77.5913,2022
Jaipur,SHOPLIFTING,F,Other,26.915,75.82,2022
Lucknow,ILLEGAL POSSESSION,X,Explosives,26.847,80.947,2022
Surat,KIDNAPPING,F,Blunt Object,21.205,72.84,2022
Bangalore,VEHICLE - STOLEN,F,Unknown,12.9791,77.5913,2022
Pune,ASSAULT,M,Unknown,18.5211,73.8553,2022
Delhi,DOMESTIC VIOLENCE,X,Firearm,28.66,77.23,2022
Mumbai,SEXUAL ASSAULT,F,Unknown,19.0758,72.8775,2022
Hyderabad,VEHICLE - STOLEN,M,Firearm,17.3617,78.4747,2022
Kolkata,ASSAULT,F,Poison,22.5675,88.37,2022
Delhi,ASSAULT,M,Firearm,28.66,77.23,2022
Delhi,SEXUAL ASSAULT,X,Other,28.66,77.23,2022
Lucknow,FRAUD,F,Blunt Object,26.847,80.947,2022
